 connect:0.009568s pretransfer:0.009723s starttransfer:0.014244s total:0.014389
 connect:0.001955s pretransfer:0.002060s starttransfer:0.005712s total:0.005848
 connect:0.001490s pretransfer:0.001570s starttransfer:0.004581s total:0.004692
 connect:0.002070s pretransfer:0.002171s starttransfer:0.005949s total:0.006068
 connect:0.001315s pretransfer:0.001387s starttransfer:0.003902s total:0.003991
 connect:0.001495s pretransfer:0.001592s starttransfer:0.004233s total:0.004337
 connect:0.001576s pretransfer:0.001662s starttransfer:0.006001s total:0.006170
 connect:0.001314s pretransfer:0.001382s starttransfer:0.004724s total:0.004853
 connect:0.002682s pretransfer:0.002849s starttransfer:0.008173s total:0.008287
 connect:0.001907s pretransfer:0.002032s starttransfer:0.006012s total:0.006171
 connect:0.001488s pretransfer:0.001573s starttransfer:0.005150s total:0.005327
 connect:0.002013s pretransfer:0.002133s starttransfer:0.007876s total:0.008110
 connect:0.001831s pretransfer:0.001926s starttransfer:0.006116s total:0.006256
 connect:0.001831s pretransfer:0.001927s starttransfer:0.005006s total:0.005130
 connect:0.001500s pretransfer:0.001582s starttransfer:0.004380s total:0.004492
 connect:0.001888s pretransfer:0.001988s starttransfer:0.006004s total:0.006138
 connect:0.001723s pretransfer:0.001810s starttransfer:0.005005s total:0.005148
 connect:0.001518s pretransfer:0.001596s starttransfer:0.005274s total:0.005381
 connect:0.001783s pretransfer:0.001924s starttransfer:0.007858s total:0.008010
 connect:0.001450s pretransfer:0.001531s starttransfer:0.004457s total:0.004603
 connect:0.001477s pretransfer:0.001564s starttransfer:0.004998s total:0.005126
 connect:0.001338s pretransfer:0.001413s starttransfer:0.004521s total:0.004628
 connect:0.002020s pretransfer:0.002134s starttransfer:0.004926s total:0.005044
 connect:0.023365s pretransfer:0.023510s starttransfer:0.027191s total:0.027319
 connect:0.010022s pretransfer:0.010181s starttransfer:0.017153s total:0.017332
 connect:0.021392s pretransfer:0.021532s starttransfer:0.027825s total:0.027980
 connect:0.019119s pretransfer:0.019258s starttransfer:0.024519s total:0.024651
 connect:0.019400s pretransfer:0.019534s starttransfer:0.025063s total:0.025301
 connect:0.008145s pretransfer:0.008311s starttransfer:0.014456s total:0.014612
 connect:0.027148s pretransfer:0.027302s starttransfer:0.032509s total:0.032649
 connect:0.015626s pretransfer:0.015752s starttransfer:0.019260s total:0.019413
 connect:0.010954s pretransfer:0.011111s starttransfer:0.014999s total:0.015274
 connect:0.019338s pretransfer:0.019517s starttransfer:0.023556s total:0.023689
 connect:0.019967s pretransfer:0.020099s starttransfer:0.024264s total:0.024401
 connect:0.009544s pretransfer:0.009645s starttransfer:0.015650s total:0.015792
 connect:0.018540s pretransfer:0.018760s starttransfer:0.023678s total:0.023924
 connect:0.013381s pretransfer:0.013547s starttransfer:0.023184s total:0.023407
 connect:0.032697s pretransfer:0.032806s starttransfer:0.036473s total:0.036629
 connect:0.013319s pretransfer:0.013505s starttransfer:0.019142s total:0.019378
 connect:0.017305s pretransfer:0.017443s starttransfer:0.024011s total:0.024162
 connect:0.014100s pretransfer:0.014254s starttransfer:0.019711s total:0.019845
 connect:0.022139s pretransfer:0.022234s starttransfer:0.025444s total:0.025591
 connect:0.009926s pretransfer:0.010102s starttransfer:0.014206s total:0.014369
 connect:0.019359s pretransfer:0.019489s starttransfer:0.025146s total:0.025379
 connect:0.009651s pretransfer:0.009806s starttransfer:0.013668s total:0.013839
 connect:0.022121s pretransfer:0.022382s starttransfer:0.026786s total:0.026909
 connect:0.009367s pretransfer:0.009533s starttransfer:0.016203s total:0.016373
 connect:0.020141s pretransfer:0.020271s starttransfer:0.024224s total:0.024551
 connect:0.013023s pretransfer:0.013181s starttransfer:0.017669s total:0.017876
 connect:0.020909s pretransfer:0.021014s starttransfer:0.024869s total:0.024992
 connect:0.012211s pretransfer:0.012506s starttransfer:0.017029s total:0.017155
 connect:0.016597s pretransfer:0.016751s starttransfer:0.020943s total:0.021128
 connect:0.009395s pretransfer:0.009618s starttransfer:0.016368s total:0.016522
 connect:0.029958s pretransfer:0.030152s starttransfer:0.034311s total:0.034470
 connect:0.010559s pretransfer:0.010745s starttransfer:0.015002s total:0.015161
 connect:0.024435s pretransfer:0.024578s starttransfer:0.032202s total:0.032370
 connect:0.015913s pretransfer:0.016039s starttransfer:0.019799s total:0.019946
 connect:0.016243s pretransfer:0.016364s starttransfer:0.020480s total:0.020615
 connect:0.030816s pretransfer:0.030992s starttransfer:0.034738s total:0.034866
 connect:0.018073s pretransfer:0.018374s starttransfer:0.022688s total:0.022848
 connect:0.009547s pretransfer:0.009712s starttransfer:0.013688s total:0.013826
 connect:0.021051s pretransfer:0.021195s starttransfer:0.025138s total:0.025289
 connect:0.013357s pretransfer:0.013639s starttransfer:0.020956s total:0.021085
 connect:0.027730s pretransfer:0.027866s starttransfer:0.031758s total:0.031921
 connect:0.008843s pretransfer:0.008961s starttransfer:0.014141s total:0.014312
 connect:0.010854s pretransfer:0.011030s starttransfer:0.014604s total:0.014744
 connect:0.008997s pretransfer:0.009135s starttransfer:0.012703s total:0.012850
 connect:0.021753s pretransfer:0.021916s starttransfer:0.028693s total:0.028857
 connect:0.015295s pretransfer:0.015463s starttransfer:0.019004s total:0.019165
 connect:0.027811s pretransfer:0.027950s starttransfer:0.031305s total:0.031527
 connect:0.016021s pretransfer:0.016328s starttransfer:0.022188s total:0.022336
 connect:0.047077s pretransfer:0.047208s starttransfer:0.051451s total:0.051617
 connect:0.015620s pretransfer:0.015898s starttransfer:0.020210s total:0.020367
 connect:0.008062s pretransfer:0.008188s starttransfer:0.011800s total:0.012001
 connect:0.012104s pretransfer:0.012254s starttransfer:0.016244s total:0.016375
 connect:0.025911s pretransfer:0.026029s starttransfer:0.029236s total:0.029368
 connect:0.014909s pretransfer:0.015040s starttransfer:0.018936s total:0.019115
 connect:0.029153s pretransfer:0.029348s starttransfer:0.036617s total:0.036760
 connect:0.009162s pretransfer:0.009285s starttransfer:0.013814s total:0.013994
 connect:0.014349s pretransfer:0.014485s starttransfer:0.021088s total:0.021211
 connect:0.008720s pretransfer:0.008874s starttransfer:0.016195s total:0.016365
 connect:0.007328s pretransfer:0.007455s starttransfer:0.013569s total:0.013720
 connect:0.008739s pretransfer:0.008867s starttransfer:0.014702s total:0.014886
 connect:0.024057s pretransfer:0.024223s starttransfer:0.041062s total:0.041226
 connect:0.013449s pretransfer:0.013696s starttransfer:0.017870s total:0.018054
 connect:0.009393s pretransfer:0.009568s starttransfer:0.014175s total:0.014346
 connect:0.020180s pretransfer:0.020358s starttransfer:0.025760s total:0.025925
 connect:0.012862s pretransfer:0.013029s starttransfer:0.026110s total:0.026286
 connect:0.221608s pretransfer:0.221746s starttransfer:0.226127s total:0.226280
 connect:0.044292s pretransfer:0.044450s starttransfer:0.051194s total:0.051337
 connect:0.030173s pretransfer:0.030337s starttransfer:0.035670s total:0.035846
 connect:0.048323s pretransfer:0.048657s starttransfer:0.055918s total:0.056050
 connect:0.020379s pretransfer:0.020526s starttransfer:0.033710s total:0.033931
 connect:0.060028s pretransfer:0.060189s starttransfer:0.069931s total:0.070070
 connect:0.021050s pretransfer:0.021259s starttransfer:0.030608s total:0.030782
 connect:0.029230s pretransfer:0.029388s starttransfer:0.037168s total:0.037303
 connect:0.053172s pretransfer:0.053318s starttransfer:0.058053s total:0.058327
 connect:0.024208s pretransfer:0.024344s starttransfer:0.034279s total:0.034428
 connect:0.036830s pretransfer:0.036946s starttransfer:0.048761s total:0.048955
 connect:0.031247s pretransfer:0.031402s starttransfer:0.043550s total:0.044018
 connect:0.050642s pretransfer:0.050776s starttransfer:0.064767s total:0.064931
 connect:0.017120s pretransfer:0.017284s starttransfer:0.024905s total:0.025065
 connect:0.021007s pretransfer:0.021158s starttransfer:0.034944s total:0.035185
 connect:0.020903s pretransfer:0.021028s starttransfer:0.037435s total:0.037575
 connect:0.033767s pretransfer:0.033911s starttransfer:0.045253s total:0.045413
 connect:0.048285s pretransfer:0.048726s starttransfer:0.096246s total:0.096534
 connect:0.021090s pretransfer:0.021273s starttransfer:0.029917s total:0.030058
 connect:0.023763s pretransfer:0.023959s starttransfer:0.032599s total:0.032743
 connect:0.031653s pretransfer:0.031952s starttransfer:0.039268s total:0.039433
 connect:0.037225s pretransfer:0.037637s starttransfer:0.042441s total:0.042567
 connect:0.024438s pretransfer:0.024594s starttransfer:0.030979s total:0.031159
 connect:0.024953s pretransfer:0.025221s starttransfer:0.032243s total:0.032395
 connect:0.051320s pretransfer:0.051515s starttransfer:0.066996s total:0.067193
 connect:0.029069s pretransfer:0.029368s starttransfer:0.045152s total:0.045280
 connect:0.028696s pretransfer:0.028896s starttransfer:0.036293s total:0.036441
 connect:0.024725s pretransfer:0.024886s starttransfer:0.032384s total:0.032527
 connect:0.034169s pretransfer:0.034299s starttransfer:0.049028s total:0.049190
 connect:0.024561s pretransfer:0.024697s starttransfer:0.030570s total:0.030781
 connect:0.015750s pretransfer:0.015900s starttransfer:0.021940s total:0.022072
 connect:0.023657s pretransfer:0.023802s starttransfer:0.031333s total:0.031583
 connect:0.021895s pretransfer:0.022021s starttransfer:0.025763s total:0.025910
 connect:0.039657s pretransfer:0.039764s starttransfer:0.043778s total:0.043934
 connect:0.022626s pretransfer:0.022769s starttransfer:0.026888s total:0.027054
 connect:0.018568s pretransfer:0.018701s starttransfer:0.025930s total:0.026053
 connect:0.025781s pretransfer:0.025981s starttransfer:0.035493s total:0.035691
 connect:0.046064s pretransfer:0.046211s starttransfer:0.053820s total:0.053989
 connect:0.023048s pretransfer:0.023204s starttransfer:0.027520s total:0.027648
 connect:0.021692s pretransfer:0.021868s starttransfer:0.031928s total:0.032051
 connect:0.023242s pretransfer:0.023372s starttransfer:0.026467s total:0.026605
 connect:0.018566s pretransfer:0.018702s starttransfer:0.022597s total:0.022716
 connect:0.027296s pretransfer:0.027452s starttransfer:0.037316s total:0.037558
 connect:0.018369s pretransfer:0.018519s starttransfer:0.024726s total:0.024839
 connect:0.019705s pretransfer:0.019853s starttransfer:0.024112s total:0.024239
 connect:0.031291s pretransfer:0.031451s starttransfer:0.039392s total:0.039522
 connect:0.040800s pretransfer:0.040952s starttransfer:0.047041s total:0.047214
 connect:0.024058s pretransfer:0.024163s starttransfer:0.027060s total:0.027215
 connect:0.041870s pretransfer:0.042028s starttransfer:0.046852s total:0.046987
 connect:0.021997s pretransfer:0.022298s starttransfer:0.027483s total:0.027648
 connect:0.015880s pretransfer:0.016022s starttransfer:0.023347s total:0.023491
 connect:0.025860s pretransfer:0.026002s starttransfer:0.029632s total:0.029751
 connect:0.020331s pretransfer:0.020464s starttransfer:0.050943s total:0.051090
 connect:0.022186s pretransfer:0.022377s starttransfer:0.041642s total:0.041820
 connect:0.168155s pretransfer:0.168296s starttransfer:0.171621s total:0.171742
 connect:0.022184s pretransfer:0.022306s starttransfer:0.034018s total:0.034159
 connect:0.037082s pretransfer:0.037219s starttransfer:0.046922s total:0.048481
 connect:0.042447s pretransfer:0.042603s starttransfer:0.050824s total:0.051004
 connect:0.076662s pretransfer:0.076795s starttransfer:0.090762s total:0.090929
 connect:0.143824s pretransfer:0.143955s starttransfer:0.151155s total:0.151316
 connect:0.040252s pretransfer:0.040401s starttransfer:0.048669s total:0.048885
 connect:0.029230s pretransfer:0.029401s starttransfer:0.046600s total:0.046748
 connect:0.034521s pretransfer:0.034680s starttransfer:0.041368s total:0.041530
 connect:0.039452s pretransfer:0.039695s starttransfer:0.048031s total:0.048207
 connect:0.029728s pretransfer:0.029881s starttransfer:0.037181s total:0.037366
 connect:0.036675s pretransfer:0.036829s starttransfer:0.044759s total:0.044901
 connect:0.020128s pretransfer:0.020313s starttransfer:0.029798s total:0.029938
 connect:0.041600s pretransfer:0.041742s starttransfer:0.049930s total:0.050103
 connect:0.037841s pretransfer:0.038011s starttransfer:0.044703s total:0.044862
 connect:0.034973s pretransfer:0.035132s starttransfer:0.039587s total:0.039793
 connect:0.053609s pretransfer:0.053854s starttransfer:0.061446s total:0.061597
 connect:0.028593s pretransfer:0.028788s starttransfer:0.039411s total:0.039555
 connect:0.040222s pretransfer:0.040404s starttransfer:0.053030s total:0.053164
 connect:0.024641s pretransfer:0.024762s starttransfer:0.031050s total:0.031196
 connect:0.016404s pretransfer:0.016567s starttransfer:0.023627s total:0.023764
 connect:0.046363s pretransfer:0.046604s starttransfer:0.054410s total:0.054550
 connect:0.031317s pretransfer:0.031498s starttransfer:0.041755s total:0.041913
 connect:0.031267s pretransfer:0.031496s starttransfer:0.041093s total:0.041267
 connect:0.031050s pretransfer:0.031253s starttransfer:0.042155s total:0.042295
 connect:0.041194s pretransfer:0.041327s starttransfer:0.046731s total:0.046883
 connect:0.034870s pretransfer:0.035011s starttransfer:0.044070s total:0.044229
 connect:0.021368s pretransfer:0.021485s starttransfer:0.025036s total:0.025200
 connect:0.019272s pretransfer:0.019404s starttransfer:0.023780s total:0.023924
 connect:0.029794s pretransfer:0.029925s starttransfer:0.034134s total:0.034275
 connect:0.017939s pretransfer:0.018110s starttransfer:0.023273s total:0.023439
 connect:0.014833s pretransfer:0.014981s starttransfer:0.018997s total:0.019136
 connect:0.031202s pretransfer:0.031418s starttransfer:0.042301s total:0.042485
 connect:0.022628s pretransfer:0.022778s starttransfer:0.031777s total:0.031930
 connect:0.024923s pretransfer:0.025230s starttransfer:0.030699s total:0.030828
 connect:0.023423s pretransfer:0.023552s starttransfer:0.027048s total:0.027168
 connect:0.029946s pretransfer:0.030100s starttransfer:0.033779s total:0.033905
 connect:0.016903s pretransfer:0.017067s starttransfer:0.021795s total:0.021967
 connect:0.021834s pretransfer:0.022002s starttransfer:0.025192s total:0.025338
 connect:0.020780s pretransfer:0.021004s starttransfer:0.029533s total:0.029653
 connect:0.028184s pretransfer:0.028323s starttransfer:0.031989s total:0.032111
 connect:0.020201s pretransfer:0.020312s starttransfer:0.024807s total:0.025005
 connect:0.024927s pretransfer:0.025051s starttransfer:0.028704s total:0.028844
 connect:0.020378s pretransfer:0.020547s starttransfer:0.024438s total:0.024573
 connect:0.037764s pretransfer:0.037911s starttransfer:0.041726s total:0.041881
 connect:0.024063s pretransfer:0.024212s starttransfer:0.027371s total:0.027524
 connect:0.024054s pretransfer:0.024226s starttransfer:0.027950s total:0.028086
 connect:0.026180s pretransfer:0.026327s starttransfer:0.030803s total:0.030942
 connect:0.025108s pretransfer:0.025289s starttransfer:0.033033s total:0.033162
 connect:0.024803s pretransfer:0.025001s starttransfer:0.033400s total:0.033525
 connect:0.057413s pretransfer:0.057692s starttransfer:0.064282s total:0.064430
 connect:0.019579s pretransfer:0.019752s starttransfer:0.023590s total:0.023729
 connect:0.030315s pretransfer:0.030449s starttransfer:0.034797s total:0.034985
 connect:0.030842s pretransfer:0.030983s starttransfer:0.039080s total:0.039307
 connect:0.025994s pretransfer:0.026102s starttransfer:0.032620s total:0.032753
