 connect:0.129181s pretransfer:0.129270s starttransfer:0.194627s total:0.194673
 connect:0.038876s pretransfer:0.039015s starttransfer:0.051045s total:0.051107
 connect:0.042161s pretransfer:0.042304s starttransfer:0.056983s total:0.057102
 connect:0.025308s pretransfer:0.025463s starttransfer:0.034823s total:0.034902
 connect:0.030903s pretransfer:0.031014s starttransfer:0.043158s total:0.043226
 connect:0.041734s pretransfer:0.042150s starttransfer:0.052683s total:0.052760
 connect:0.031498s pretransfer:0.031630s starttransfer:0.041127s total:0.041183
 connect:0.046629s pretransfer:0.046801s starttransfer:0.055911s total:0.055979
 connect:0.033366s pretransfer:0.033526s starttransfer:0.046599s total:0.046673
 connect:0.028548s pretransfer:0.028696s starttransfer:0.037233s total:0.037311
 connect:0.022990s pretransfer:0.023077s starttransfer:0.029287s total:0.029333
 connect:0.019711s pretransfer:0.019836s starttransfer:0.027511s total:0.027564
 connect:0.019884s pretransfer:0.020058s starttransfer:0.025818s total:0.025869
 connect:0.031252s pretransfer:0.031350s starttransfer:0.039757s total:0.039810
 connect:0.023362s pretransfer:0.023488s starttransfer:0.029302s total:0.029354
 connect:0.021420s pretransfer:0.021538s starttransfer:0.026971s total:0.027022
 connect:0.024148s pretransfer:0.024284s starttransfer:0.031005s total:0.031073
 connect:0.029412s pretransfer:0.029533s starttransfer:0.037685s total:0.037741
 connect:0.025442s pretransfer:0.025542s starttransfer:0.032455s total:0.032509
 connect:0.022046s pretransfer:0.022145s starttransfer:0.029618s total:0.029673
 connect:0.025644s pretransfer:0.025715s starttransfer:0.032931s total:0.032981
 connect:0.026089s pretransfer:0.026185s starttransfer:0.032153s total:0.032202
 connect:0.023378s pretransfer:0.023472s starttransfer:0.029580s total:0.029629
 connect:0.021046s pretransfer:0.021170s starttransfer:0.029837s total:0.029898
 connect:0.024071s pretransfer:0.024192s starttransfer:0.030305s total:0.030363
 connect:0.025410s pretransfer:0.025538s starttransfer:0.032454s total:0.032504
 connect:0.025129s pretransfer:0.025276s starttransfer:0.033026s total:0.033087
 connect:0.025421s pretransfer:0.025523s starttransfer:0.031465s total:0.031541
 connect:0.024469s pretransfer:0.024578s starttransfer:0.030439s total:0.030503
 connect:0.022052s pretransfer:0.022166s starttransfer:0.029127s total:0.029187
 connect:0.022174s pretransfer:0.022257s starttransfer:0.028833s total:0.028882
 connect:0.022854s pretransfer:0.022971s starttransfer:0.029383s total:0.029434
 connect:0.015534s pretransfer:0.015673s starttransfer:0.021391s total:0.021449
 connect:0.015206s pretransfer:0.015315s starttransfer:0.021630s total:0.021686
 connect:0.021726s pretransfer:0.021867s starttransfer:0.032244s total:0.032298
 connect:0.025655s pretransfer:0.025843s starttransfer:0.032434s total:0.032507
 connect:0.033272s pretransfer:0.033409s starttransfer:0.044847s total:0.044921
 connect:0.035137s pretransfer:0.035311s starttransfer:0.049952s total:0.050044
 connect:0.035514s pretransfer:0.035653s starttransfer:0.045544s total:0.045618
 connect:0.040379s pretransfer:0.040527s starttransfer:0.050231s total:0.050306
 connect:0.034140s pretransfer:0.034290s starttransfer:0.045313s total:0.045400
 connect:0.035509s pretransfer:0.035650s starttransfer:0.045466s total:0.045524
 connect:0.037148s pretransfer:0.037289s starttransfer:0.046433s total:0.046523
 connect:0.025384s pretransfer:0.025514s starttransfer:0.035959s total:0.036021
 connect:0.038331s pretransfer:0.038469s starttransfer:0.048008s total:0.048070
 connect:0.023304s pretransfer:0.023428s starttransfer:0.032191s total:0.032244
 connect:0.027200s pretransfer:0.027304s starttransfer:0.038851s total:0.038908
 connect:0.034848s pretransfer:0.034957s starttransfer:0.045631s total:0.045709
 connect:0.058197s pretransfer:0.058333s starttransfer:0.068015s total:0.068080
 connect:0.029169s pretransfer:0.029316s starttransfer:0.037358s total:0.037427
 connect:0.032186s pretransfer:0.032305s starttransfer:0.048525s total:0.048610
 connect:0.034424s pretransfer:0.034559s starttransfer:0.045299s total:0.045354
 connect:0.045408s pretransfer:0.045520s starttransfer:0.053498s total:0.053561
 connect:0.031537s pretransfer:0.031655s starttransfer:0.039691s total:0.039743
 connect:0.036469s pretransfer:0.036617s starttransfer:0.045954s total:0.046012
 connect:0.040088s pretransfer:0.040221s starttransfer:0.048411s total:0.048468
 connect:0.025009s pretransfer:0.025213s starttransfer:0.037223s total:0.037295
 connect:0.025813s pretransfer:0.025961s starttransfer:0.036106s total:0.036162
 connect:0.016657s pretransfer:0.016773s starttransfer:0.022932s total:0.023002
 connect:0.021954s pretransfer:0.022054s starttransfer:0.028912s total:0.028970
 connect:0.021449s pretransfer:0.021592s starttransfer:0.027665s total:0.027720
 connect:0.042615s pretransfer:0.042717s starttransfer:0.049220s total:0.049270
 connect:0.022737s pretransfer:0.022827s starttransfer:0.029835s total:0.029907
 connect:0.044994s pretransfer:0.045097s starttransfer:0.054912s total:0.054975
 connect:0.022023s pretransfer:0.022163s starttransfer:0.028019s total:0.028072
 connect:0.024142s pretransfer:0.024243s starttransfer:0.031699s total:0.031769
 connect:0.018388s pretransfer:0.018491s starttransfer:0.025714s total:0.025776
 connect:0.025213s pretransfer:0.025315s starttransfer:0.031011s total:0.031064
 connect:0.032753s pretransfer:0.032872s starttransfer:0.040505s total:0.040560
 connect:0.034905s pretransfer:0.035014s starttransfer:0.041001s total:0.041067
 connect:0.020803s pretransfer:0.020917s starttransfer:0.027305s total:0.027355
 connect:0.031361s pretransfer:0.031486s starttransfer:0.037396s total:0.037447
 connect:0.025930s pretransfer:0.026037s starttransfer:0.032851s total:0.032898
 connect:0.021198s pretransfer:0.021294s starttransfer:0.029020s total:0.029071
 connect:0.022441s pretransfer:0.022563s starttransfer:0.030430s total:0.030481
 connect:0.020200s pretransfer:0.020296s starttransfer:0.026424s total:0.026510
 connect:0.029586s pretransfer:0.029714s starttransfer:0.037070s total:0.037126
 connect:0.028985s pretransfer:0.029098s starttransfer:0.036453s total:0.036506
 connect:0.032466s pretransfer:0.032575s starttransfer:0.038971s total:0.039026
 connect:0.030384s pretransfer:0.030508s starttransfer:0.036086s total:0.036140
 connect:0.030061s pretransfer:0.030193s starttransfer:0.036180s total:0.036228
 connect:0.036203s pretransfer:0.036315s starttransfer:0.044451s total:0.044499
 connect:0.019387s pretransfer:0.019518s starttransfer:0.027500s total:0.027551
 connect:0.148631s pretransfer:0.148750s starttransfer:0.155673s total:0.155733
 connect:0.029107s pretransfer:0.029241s starttransfer:0.039736s total:0.039796
 connect:0.034128s pretransfer:0.034269s starttransfer:0.043919s total:0.043980
 connect:0.028260s pretransfer:0.028456s starttransfer:0.037904s total:0.038011
 connect:0.023207s pretransfer:0.023337s starttransfer:0.036543s total:0.036616
 connect:0.031373s pretransfer:0.031504s starttransfer:0.043546s total:0.043620
 connect:0.035443s pretransfer:0.035542s starttransfer:0.045132s total:0.045193
 connect:0.028971s pretransfer:0.029107s starttransfer:0.039405s total:0.039468
 connect:0.027049s pretransfer:0.027243s starttransfer:0.036685s total:0.036746
 connect:0.035295s pretransfer:0.035432s starttransfer:0.044576s total:0.044647
 connect:0.001787s pretransfer:0.001888s starttransfer:0.008700s total:0.008757
 connect:0.001486s pretransfer:0.001569s starttransfer:0.007914s total:0.007976
 connect:0.001769s pretransfer:0.001925s starttransfer:0.012824s total:0.012884
 connect:0.001651s pretransfer:0.001758s starttransfer:0.009339s total:0.009401
 connect:0.001999s pretransfer:0.002080s starttransfer:0.008375s total:0.008430
 connect:0.001765s pretransfer:0.001977s starttransfer:0.008702s total:0.008767
 connect:0.001886s pretransfer:0.001991s starttransfer:0.009122s total:0.009190
 connect:0.001450s pretransfer:0.001536s starttransfer:0.007911s total:0.007973
 connect:0.001799s pretransfer:0.001888s starttransfer:0.009267s total:0.009327
 connect:0.004440s pretransfer:0.004535s starttransfer:0.013230s total:0.013285
 connect:0.004608s pretransfer:0.004706s starttransfer:0.016467s total:0.016540
 connect:0.002827s pretransfer:0.002950s starttransfer:0.012816s total:0.012884
 connect:0.003383s pretransfer:0.003475s starttransfer:0.014030s total:0.014090
 connect:0.003674s pretransfer:0.003761s starttransfer:0.012791s total:0.012850
 connect:0.002442s pretransfer:0.002521s starttransfer:0.012254s total:0.012310
 connect:0.001672s pretransfer:0.001754s starttransfer:0.012527s total:0.012582
 connect:0.005229s pretransfer:0.005317s starttransfer:0.014429s total:0.014494
 connect:0.005057s pretransfer:0.005144s starttransfer:0.013942s total:0.013998
 connect:0.005135s pretransfer:0.005244s starttransfer:0.011148s total:0.011199
 connect:0.001728s pretransfer:0.001845s starttransfer:0.008622s total:0.008677
 connect:0.003635s pretransfer:0.003746s starttransfer:0.009770s total:0.009825
 connect:0.003387s pretransfer:0.003468s starttransfer:0.012361s total:0.012420
 connect:0.003364s pretransfer:0.003480s starttransfer:0.011569s total:0.011625
 connect:0.001976s pretransfer:0.002058s starttransfer:0.009709s total:0.009790
 connect:0.001601s pretransfer:0.001719s starttransfer:0.010107s total:0.010180
 connect:0.002924s pretransfer:0.003005s starttransfer:0.010543s total:0.010603
 connect:0.001434s pretransfer:0.001512s starttransfer:0.008731s total:0.008788
 connect:0.001992s pretransfer:0.002073s starttransfer:0.009794s total:0.009848
 connect:0.003129s pretransfer:0.003211s starttransfer:0.011784s total:0.011854
 connect:0.001769s pretransfer:0.001897s starttransfer:0.008332s total:0.008386
 connect:0.003386s pretransfer:0.003471s starttransfer:0.013603s total:0.013675
 connect:0.001588s pretransfer:0.001691s starttransfer:0.007927s total:0.007984
 connect:0.002308s pretransfer:0.002386s starttransfer:0.008565s total:0.008622
 connect:0.001648s pretransfer:0.001734s starttransfer:0.008275s total:0.008338
 connect:0.001454s pretransfer:0.001531s starttransfer:0.012149s total:0.012217
 connect:0.001395s pretransfer:0.001506s starttransfer:0.008392s total:0.008450
 connect:0.002983s pretransfer:0.003070s starttransfer:0.010487s total:0.010545
 connect:0.002720s pretransfer:0.002829s starttransfer:0.010068s total:0.010125
 connect:0.001440s pretransfer:0.001538s starttransfer:0.009558s total:0.009631
 connect:0.004466s pretransfer:0.004594s starttransfer:0.011932s total:0.011987
 connect:0.002444s pretransfer:0.002525s starttransfer:0.010639s total:0.010702
 connect:0.005342s pretransfer:0.005457s starttransfer:0.013213s total:0.013268
 connect:0.005382s pretransfer:0.005546s starttransfer:0.015848s total:0.015917
 connect:0.004279s pretransfer:0.004363s starttransfer:0.012876s total:0.012929
 connect:0.003932s pretransfer:0.004015s starttransfer:0.011345s total:0.011398
 connect:0.001936s pretransfer:0.002039s starttransfer:0.010817s total:0.010873
 connect:0.002339s pretransfer:0.002421s starttransfer:0.010029s total:0.010102
 connect:0.003861s pretransfer:0.003970s starttransfer:0.013240s total:0.013296
 connect:0.001726s pretransfer:0.001840s starttransfer:0.012558s total:0.012617
 connect:0.005621s pretransfer:0.005734s starttransfer:0.015965s total:0.016022
 connect:0.005373s pretransfer:0.005459s starttransfer:0.012975s total:0.013040
 connect:0.001404s pretransfer:0.001513s starttransfer:0.008397s total:0.008452
 connect:0.001407s pretransfer:0.001486s starttransfer:0.008302s total:0.008357
 connect:0.001412s pretransfer:0.001486s starttransfer:0.007928s total:0.007981
 connect:0.001418s pretransfer:0.001549s starttransfer:0.008723s total:0.008777
 connect:0.001367s pretransfer:0.001441s starttransfer:0.008414s total:0.008475
 connect:0.001381s pretransfer:0.001465s starttransfer:0.007748s total:0.007800
 connect:0.001424s pretransfer:0.001501s starttransfer:0.007380s total:0.007482
 connect:0.001458s pretransfer:0.001537s starttransfer:0.009213s total:0.009268
 connect:0.001443s pretransfer:0.001521s starttransfer:0.008051s total:0.008104
 connect:0.001425s pretransfer:0.001506s starttransfer:0.007831s total:0.007887
 connect:0.001441s pretransfer:0.001520s starttransfer:0.007879s total:0.007942
 connect:0.001417s pretransfer:0.001497s starttransfer:0.007893s total:0.007959
 connect:0.001344s pretransfer:0.001420s starttransfer:0.006845s total:0.006900
 connect:0.007826s pretransfer:0.007944s starttransfer:0.015565s total:0.015617
 connect:0.023409s pretransfer:0.023547s starttransfer:0.032871s total:0.032932
 connect:0.023527s pretransfer:0.023695s starttransfer:0.033652s total:0.033711
 connect:0.029530s pretransfer:0.029700s starttransfer:0.038547s total:0.038605
 connect:0.030244s pretransfer:0.030380s starttransfer:0.043263s total:0.043328
 connect:0.040578s pretransfer:0.040695s starttransfer:0.052214s total:0.052285
 connect:0.028848s pretransfer:0.028959s starttransfer:0.039115s total:0.039191
 connect:0.028433s pretransfer:0.028579s starttransfer:0.037668s total:0.037727
 connect:0.043261s pretransfer:0.043366s starttransfer:0.056556s total:0.056612
 connect:0.038134s pretransfer:0.038292s starttransfer:0.049651s total:0.049725
 connect:0.027058s pretransfer:0.027192s starttransfer:0.035144s total:0.035212
 connect:0.029444s pretransfer:0.029589s starttransfer:0.037091s total:0.037150
 connect:0.038930s pretransfer:0.039079s starttransfer:0.048163s total:0.048221
 connect:0.036168s pretransfer:0.036276s starttransfer:0.045026s total:0.045086
 connect:0.034957s pretransfer:0.035092s starttransfer:0.044914s total:0.044971
 connect:0.025492s pretransfer:0.025627s starttransfer:0.034938s total:0.035006
 connect:0.045709s pretransfer:0.045854s starttransfer:0.056334s total:0.056394
 connect:0.025137s pretransfer:0.025290s starttransfer:0.035032s total:0.035120
 connect:0.002929s pretransfer:0.003009s starttransfer:0.011853s total:0.011914
 connect:0.002144s pretransfer:0.002227s starttransfer:0.011311s total:0.011369
 connect:0.031464s pretransfer:0.031598s starttransfer:0.040839s total:0.040922
 connect:0.042878s pretransfer:0.043104s starttransfer:0.052670s total:0.052728
 connect:0.029814s pretransfer:0.029937s starttransfer:0.039296s total:0.039359
 connect:0.036076s pretransfer:0.036220s starttransfer:0.046649s total:0.046710
 connect:0.003003s pretransfer:0.003118s starttransfer:0.012550s total:0.012617
 connect:0.003141s pretransfer:0.003222s starttransfer:0.012242s total:0.012304
 connect:0.003631s pretransfer:0.003714s starttransfer:0.010413s total:0.010474
 connect:0.005943s pretransfer:0.006070s starttransfer:0.013964s total:0.014017
 connect:0.004216s pretransfer:0.004297s starttransfer:0.014676s total:0.014731
 connect:0.001520s pretransfer:0.001623s starttransfer:0.008455s total:0.008517
 connect:0.001599s pretransfer:0.001686s starttransfer:0.008120s total:0.008205
 connect:0.003874s pretransfer:0.003964s starttransfer:0.010701s total:0.010821
 connect:0.003670s pretransfer:0.003762s starttransfer:0.017326s total:0.017391
 connect:0.012486s pretransfer:0.012638s starttransfer:0.025972s total:0.026063
 connect:0.034737s pretransfer:0.034888s starttransfer:0.046491s total:0.046567
 connect:0.046243s pretransfer:0.046389s starttransfer:0.056018s total:0.056088
 connect:0.036011s pretransfer:0.036133s starttransfer:0.046804s total:0.046874
 connect:0.025728s pretransfer:0.025922s starttransfer:0.036347s total:0.036404
 connect:0.024654s pretransfer:0.024822s starttransfer:0.038659s total:0.038743
 connect:0.034177s pretransfer:0.034308s starttransfer:0.043555s total:0.043630
